id,ranking
4192,933
9291,934
9643,934
4572,936
4082,937
9400,938
2364,939
9011,940
5083,941
4676,942
8065,943
2721,944
8034,945
8499,946
3230,947
9145,948
8904,949
3770,950
1802,951
6451,952
9471,953
9534,954
867,955
340,956
272,957
9396,958
3755,959
4674,960
6410,961
8757,962
9861,963
8712,964
4653,965
9446,966
5300,967
8243,968
5414,969
798,970
455,971
370,972
6018,973
1952,974
7624,975
659,976
623,977
3535,978
8265,979
5838,980
6459,981
7236,982
9573,983
4802,984
3135,985
6057,986
160,987
4383,988
2792,989
322,990
4222,991
6471,992
1729,993
4835,994
3974,995
6368,996
8669,997
7368,998
3673,999
9311,1000
4971,1001
2892,1002
8589,1003
3384,1004
5699,1005
5108,1006
9539,1007
6924,1008
4575,1009
9536,1010
6807,1011
4632,1012
6359,1013
6707,1014
2619,1015
2572,1016
2760,1017
6139,1018
3057,1019
2753,1020
7485,1021
8195,1022
3283,1023
4644,1024
4829,1025
2650,1026
4048,1027
1523,1028
3967,1029
3762,1030
9943,1031
7291,1032
4647,1033
2740,1034
6571,1035
5191,1036
9429,1037
2110,1038
3271,1039
5120,1040
9049,1041
2281,1042
4418,1043
2961,1044
2690,1045
4769,1046
8220,1047
2371,1048
2589,1049
7038,1050
7814,1051
2761,1052
9268,1053
4032,1054
7727,1055
7828,1056
9366,1057
4903,1058
2490,1059
928,1060
2867,1061
6554,1062
6104,1063
4723,1064
4254,1065
4173,1066
1730,1067
7348,1068
9133,1069
3043,1070
2703,1071
1260,1072
1285,1073
3197,1074
5608,1075
5096,1076
9136,1077
3682,1078
1303,1079
1492,1080
6295,1081
8998,1082
777,1083
7085,1084
3183,1085
3760,1086
4654,1087
5025,1088
7162,1089
3765,1090
5454,1091
6701,1092
4261,1093
7670,1094
9684,1095
5219,1096
7629,1097
6099,1098
4611,1099
4234,1100
5068,1101
6073,1102
3196,1103
7539,1104
7249,1105
2793,1106
1425,1107
2527,1108
3402,1109
9350,1110
7785,1111
9563,1112
6016,1113
6034,1114
4984,1115
9216,1116
5332,1117
2551,1118
4055,1119
5679,1120
8385,1121
3099,1122
7093,1123
3491,1124
9869,1125
5748,1126
904,1127
7074,1128
9457,1128
7414,1130
6348,1131
4774,1132
2816,1133
4639,1134
6836,1135
4924,1136
1351,1137
6559,1138
1884,1139
8803,1140
8720,1141
4314,1142
5531,1143
2885,1144
5477,1145
2981,1146
4010,1146
6093,1148
8975,1149
9963,1150
5809,1151
7985,1152
3296,1153
2226,1154
3522,1155
2183,1156
5934,1157
5389,1158
3084,1159
6733,1160
1662,1161
2978,1162
4730,1163
3342,1164
6703,1165
5817,1166
4934,1167
3441,1168
4485,1169
9050,1170
9520,1171
9223,1172
7606,1173
3005,1174
8696,1175
1702,1176
5513,1177
7001,1178
5976,1179
3808,1180
8276,1181
6727,1182
1726,1183
2209,1184
5891,1185
3677,1186
8772,1187
1514,1188
6237,1189
6140,1190
534,1191
7880,1192
3468,1193
6944,1194
4640,1195
2312,1196
5728,1197
6852,1198
9096,1199
8225,1200
6385,1201
8849,1202
9084,1203
8176,1204
9889,1205
2375,1206
6402,1207
5383,1208
1237,1209
6184,1210
7694,1211
92,1212
3177,1213
5431,1214
5081,1215
1232,1216
8134,1217
1293,1218
9346,1219
2406,1220
6334,1221
128,1222
5093,1223
6731,1224
8577,1225
5313,1226
3471,1227
9467,1228
3908,1229
3463,1230
2268,1231
7367,1232
2327,1233
2828,1234
563,1235
2819,1236
1210,1237
8045,1238
4268,1239
6859,1240
562,1241
2672,1242
7201,1243
6602,1244
4026,1245
7418,1246
3850,1247
1795,1248
9105,1249
3832,1250
3964,1251
9130,1252
2643,1253
7800,1254
1608,1255
3038,1256
9437,1257
9124,1258
6422,1259
5433,1260
2450,1261
8038,1262
7212,1263
2872,1264
7952,1265
133,1266
6369,1267
7111,1268
9438,1269
9092,1270
778,1271
9175,1272
5782,1273
4726,1274
7364,1275
1964,1276
9125,1277
8582,1278
4805,1279
8344,1280
3810,1281
7090,1282
7099,1283
8764,1284
9985,1285
516,1286
4923,1287
3738,1288
3447,1289
8570,1290
4417,1291
7250,1291
9874,1293
2219,1294
8179,1295
9264,1296
7047,1297
8980,1298
8056,1299
5190,1300
7131,1301
6498,1302
3729,1303
4839,1304
5732,1305
6418,1306
6687,1307
8748,1308
7019,1309
8557,1310
5241,1311
301,1312
8418,1312
5111,1314
7086,1315
8898,1316
6116,1317
336,1318
5607,1319
9451,1320
4584,1321
3136,1322
8660,1323
4301,1324
5053,1325
6450,1326
6834,1327
773,1328
1017,1329
1744,1330
4535,1331
9014,1332
9021,1333
5901,1334
3317,1335
8756,1336
50,1337
7206,1338
9378,1339
7767,1340
9530,1341
7011,1342
2958,1343
7886,1344
3102,1345
219,1346
4822,1347
6753,1348
8708,1349
9780,1350
3490,1351
4989,1352
3587,1353
8875,1354
9459,1355
5714,1356
8802,1357
8200,1358
8287,1359
8445,1360
1320,1361
5107,1362
5410,1363
3432,1364
945,1365
1393,1366
6802,1367
9436,1368
5388,1369
3616,1370
1053,1371
9800,1372
5490,1373
3347,1374
5500,1375
7578,1376
8431,1377
5646,1378
8400,1379
8012,1380
3120,1381
6730,1382
2581,1383
9702,1384
633,1385
7055,1386
4018,1387
4983,1388
6677,1389
9235,1390
6639,1391
6968,1392
8873,1393
9295,1394
8469,1395
1634,1396
2935,1397
3368,1398
1129,1399
4660,1400
5036,1401
6669,1402
6560,1403
485,1404
2918,1405
8167,1406
2018,1407
3558,1408
9712,1409
598,1410
8305,1411
5419,1412
542,1413
1762,1414
1041,1415
5712,1416
7020,1417
4799,1418
8846,1419
9734,1420
5457,1421
7701,1422
1979,1423
596,1424
2382,1425
3360,1426
8289,1427
6528,1428
9502,1429
5326,1430
7645,1431
4166,1432
9156,1433
6120,1434
4921,1435
5774,1436
3129,1437
5922,1438
5563,1439
8804,1440
3330,1441
201,1442
5659,1443
9802,1444
8202,1445
5307,1446
9723,1447
5303,1448
5295,1449
7967,1450
5391,1451
1010,1452
8479,1453
3942,1454
2502,1455
1462,1456
9890,1457
7569,1458
5825,1459
7710,1460
5598,1461
8677,1462
6204,1463
415,1464
6055,1465
2945,1466
4151,1467
7412,1468
5024,1469
2097,1470
9058,1471
94,1472
5980,1473
7234,1474
6998,1475
305,1476
5913,1476
2631,1478
7048,1479
8258,1480
9168,1481
2814,1482
8057,1483
9167,1484
4352,1485
9515,1486
8801,1487
418,1488
1127,1489
3746,1490
6890,1491
1544,1492
9016,1493
9848,1494
1963,1495
4286,1496
8709,1496
7753,1498
6183,1499
9484,1500
6715,1501
8896,1502
7888,1503
9336,1504
8907,1505
3292,1506
5424,1507
5629,1508
1721,1509
2142,1510
9731,1511
5060,1512
8407,1513
8313,1514
8680,1515
5257,1516
3798,1517
7226,1518
3479,1519
9980,1520
387,1521
7740,1522
2804,1523
2731,1524
4372,1525
1556,1526
9663,1527
129,1528
9262,1529
8539,1530
7658,1531
6360,1532
1354,1533
7064,1534
1751,1535
6844,1536
4260,1537
5047,1538
8486,1539
2015,1540
7585,1541
6370,1542
6054,1543
6538,1544
8908,1545
7623,1546
8440,1547
3704,1548
1185,1549
8188,1550
8658,1551
7882,1552
5818,1553
9481,1554
5681,1555
1694,1556
8999,1557
6726,1558
1937,1559
4806,1560
4545,1561
7775,1562
6111,1563
2767,1564
9658,1565
7341,1566
1777,1567
3345,1568
8574,1569
5804,1570
6862,1571
2279,1572
5229,1573
6293,1574
9541,1575
6870,1576
9546,1577
4741,1578
3787,1579
4566,1580
7229,1581
9460,1582
2742,1583
7777,1584
1222,1585
5819,1586
2664,1587
3872,1588
4012,1589
6163,1590
3625,1591
3547,1592
5526,1593
9746,1594
4397,1595
9473,1596
9655,1597
8216,1598
7792,1599
1506,1600
1245,1601
8800,1602
3409,1603
6897,1604
7798,1605
2423,1606
4246,1607
6976,1608
7216,1609
9057,1610
8608,1611
8841,1612
5465,1613
5511,1614
3361,1615
4525,1616
2244,1617
9565,1618
8471,1619
7613,1620
4112,1621
4982,1622
3888,1623
8263,1624
8633,1625
7158,1626
5000,1627
571,1628
2829,1629
8169,1629
825,1631
7778,1632
2688,1633
719,1634
2162,1635
422,1636
8797,1637
1629,1638
1590,1639
3691,1640
5281,1641
8546,1642
4300,1643
6963,1644
7725,1645
4309,1646
2295,1647
4347,1648
2747,1649
7664,1650
456,1651
1197,1652
3298,1653
5276,1654
7326,1655
1446,1656
4056,1657
6589,1658
2509,1659
5347,1660
7875,1660
537,1662
436,1663
6270,1664
7334,1665
6319,1666
885,1667
2121,1668
6219,1669
1020,1670
9397,1671
5183,1672
8123,1673
4332,1674
3178,1675
4872,1676
9651,1677
2697,1678
9560,1679
1204,1680
1220,1681
6031,1682
5879,1683
1632,1684
4290,1685
8745,1686
3016,1687
6154,1688
642,1689
6040,1690
4245,1691
2182,1692
6221,1693
4706,1694
4228,1695
5512,1696
2101,1697
7979,1698
480,1699
992,1700
2390,1700
9561,1702
8254,1703
5267,1704
9714,1705
1364,1706
7689,1707
3797,1708
4371,1709
1346,1710
333,1711
3078,1711
8571,1713
7986,1714
5693,1715
714,1716
2496,1716
8684,1718
4350,1719
2626,1720
866,1721
9995,1722
2225,1723
2748,1724
7516,1725
9493,1726
3870,1727
6989,1728
7031,1729
7951,1730
2766,1731
9081,1732
6974,1733
6893,1734
3949,1735
5339,1736
7720,1737
4776,1738
3201,1739
9301,1740
7915,1741
4745,1742
8061,1743
7065,1744
8726,1745
5444,1746
1018,1747
9279,1748
7697,1749
2085,1750
7509,1750
8986,1752
6286,1753
3725,1754
279,1755
9149,1756
3869,1757
8085,1758
7851,1759
8912,1760
4035,1761
2645,1762
9431,1763
4022,1764
2199,1765
3995,1765
5716,1767
9600,1768
4037,1769
4398,1769
872,1771
682,1772
5498,1773
879,1774
8390,1775
8190,1776
2454,1777
8342,1778
3622,1779
6978,1780
6107,1781
6243,1782
103,1783
3887,1784
4214,1785
7332,1786
729,1787
4061,1788
7380,1789
2449,1790
3362,1791
7530,1792
4884,1793
400,1794
4073,1794
8164,1796
3827,1797
5456,1798
3262,1799
6752,1800
8100,1801
3916,1802
7456,1803
6800,1804
4160,1805
4970,1806
1265,1807
7674,1808
4930,1809
3395,1810
2135,1811
8345,1812
3431,1813
7593,1813
9433,1815
9282,1816
6320,1817
1357,1818
2318,1819
8715,1820
1955,1821
8017,1822
4255,1823
6760,1824
1671,1825
8317,1826
3620,1827
4093,1828
7272,1828
4738,1830
7528,1831
9147,1832
4272,1833
4666,1834
1420,1835
9621,1836
1386,1837
7843,1838
8939,1839
5633,1840
6855,1841
2658,1842
6631,1842
2887,1844
6984,1845
4554,1846
7646,1847
4724,1848
1274,1849
5530,1850
8701,1851
474,1852
5464,1853
5197,1854
6263,1855
9177,1856
9230,1857
4887,1858
8997,1858
6240,1860
8053,1861
8448,1862
4363,1863
8948,1864
5625,1865
4642,1866
6436,1867
8747,1867
71,1869
7520,1869
8203,1871
391,1872
8631,1873
2161,1874
4885,1875
8516,1876
4750,1877
5866,1878
9292,1879
7686,1880
491,1881
8766,1882
9584,1883
6100,1884
9683,1885
7270,1886
4997,1887
1820,1888
5478,1889
9443,1890
7984,1891
4140,1892
1746,1893
2346,1894
1447,1895
1914,1896
7731,1897
2164,1898
561,1899
5691,1900
6735,1900
1100,1902
6648,1903
4105,1904
6952,1905
9509,1906
8290,1907
6895,1908
8186,1909
6442,1910
8365,1911
3505,1912
7354,1913
6775,1914
5924,1915
2533,1916
573,1917
1750,1918
2117,1918
1982,1920
7056,1921
9170,1922
4057,1923
8082,1924
8467,1925
2344,1926
5528,1927
7853,1928
7933,1929
3650,1930
9715,1931
5871,1932
7692,1933
8989,1934
6693,1935
9046,1936
7910,1937
9783,1938
3073,1939
3280,1940
1720,1941
9865,1942
2622,1943
1139,1944
7935,1945
1637,1946
8704,1947
8184,1948
2360,1949
9214,1950
2214,1951
648,1952
5166,1953
6072,1954
7856,1954
2429,1956
4420,1957
67,1958
9650,1959
9615,1960
8836,1961
2475,1962
5919,1963
1596,1964
912,1965
2304,1966
4074,1967
6151,1968
9488,1969
2380,1970
8955,1970
8360,1972
8374,1973
679,1974
6544,1975
2726,1976
1773,1977
4641,1978
5889,1979
4259,1980
960,1981
7917,1982
172,1983
7340,1984
4775,1985
5986,1986
1311,1987
7553,1988
9526,1989
5006,1990
6812,1991
4531,1992
4922,1993
7751,1994
6564,1995
1529,1996
1857,1997
9324,1998
6509,1999
9419,2000
6074,2001
2743,2002
5538,2003
8887,2004
1985,2005
9883,2006
1789,2007
9053,2008
9544,2009
348,2010
6937,2011
3253,2012
1055,2013
5858,2014
3803,2015
6047,2016
4526,2017
3363,2018
4928,2019
4401,2020
6946,2021
8148,2022
1398,2023
962,2024
4719,2025
514,2026
4868,2027
7432,2028
9971,2029
3900,2030
6822,2031
9725,2032
4595,2033
8789,2034
9669,2035
9507,2036
3052,2037
2179,2038
5474,2039
9080,2040
8387,2041
2833,2042
665,2043
769,2044
8434,2045
7301,2046
1598,2047
7999,2048
1796,2049
8643,2050
1907,2051
4898,2052
91,2053
6302,2054
6894,2055
8321,2056
6152,2057
5533,2058
9797,2059
7515,2060
9994,2061
8969,2062
5154,2063
9820,2064
8416,2065
7071,2066
1849,2067
5680,2068
8561,2069
2954,2070
3966,2071
8707,2072
6955,2073
5834,2074
6979,2075
7221,2076
5377,2077
1990,2078
2960,2079
5930,2080
7588,2081
7482,2082
8932,2083
6425,2084
7582,2085
2852,2086
1082,2087
3697,2087
6155,2089
8316,2089
7683,2091
2372,2092
9818,2093
8030,2094
256,2095
2336,2096
9636,2097
2492,2098
6524,2099
8354,2100
7197,2101
1630,2102
5863,2103
5765,2104
3907,2105
8535,2106
5277,2107
4765,2108
6265,2109
8487,2110
842,2111
5900,2112
9559,2113
1389,2114
4746,2115
8624,2116
9998,2117
6565,2118
6809,2119
9247,2120
6840,2121
5600,2122
5682,2123
3973,2124
7260,2125
6903,2126
9906,2127
5214,2128
9224,2129
9066,2130
8719,2131
4153,2132
7196,2133
7568,2134
5401,2135
2623,2136
2745,2137
7044,2138
7083,2139
8775,2140
7994,2141
1203,2142
9486,2143
7651,2144
5318,2145
4302,2146
7123,2147
2859,2148
4280,2149
2911,2150
2123,2151
8606,2152
9206,2153
3240,2154
2497,2155
1971,2156
3090,2157
4390,2158
521,2159
1681,2159
1099,2161
4832,2162
4086,2163
6203,2164
2387,2165
8921,2166
6958,2167
9428,2168
827,2169
5260,2170
8931,2171
3629,2172
2222,2173
5232,2174
2114,2175
2010,2176
2441,2177
6283,2178
7461,2179
9090,2180
851,2181
4838,2182
2479,2183
3151,2184
5908,2184
9405,2186
155,2187
986,2188
9788,2189
6352,2190
8664,2191
5508,2192
9241,2193
9244,2194
8554,2195
5361,2196
6091,2197
8767,2198
5836,2199
1640,2200
6162,2201
6665,2202
8716,2203
6940,2204
1860,2205
9093,2206
2422,2207
9811,2208
9984,2209
6146,2210
1507,2211
5446,2212
7298,2213
6307,2214
6024,2215
363,2216
9752,2217
3758,2218
6668,2219
8368,2220
5666,2221
6542,2222
2034,2223
3800,2224
5696,2225
9512,2226
490,2227
3383,2228
4141,2229
7600,2230
5503,2231
9516,2232
8334,2233
8016,2234
1105,2235
4754,2236
7887,2237
8529,2238
4517,2239
59,2240
2016,2241
5885,2242
5082,2243
4616,2244
622,2245
8830,2246
4956,2247
3013,2248
5114,2249
7223,2250
3944,2251
6357,2252
5327,2253
4702,2254
7314,2255
1111,2256
3460,2257
718,2258
7439,2259
413,2260
2655,2261
7643,2262
2863,2263
7817,2264
9020,2265
9008,2266
585,2267
4759,2268
704,2269
9234,2270
9908,2271
6867,2272
4558,2273
6771,2274
3293,2275
533,2276
3170,2277
7403,2278
4520,2279
467,2280
7070,2281
6187,2282
6770,2283
6904,2284
7273,2285
7972,2286
4710,2287
394,2288
603,2289
4224,2290
8593,2291
7450,2292
5423,2293
6529,2294
952,2295
5164,2296
4478,2297
5375,2298
1070,2299
9659,2300
9068,2301
8193,2302
7634,2303
9213,2304
4740,2305
3351,2306
5246,2307
1329,2308
6839,2309
9195,2310
5835,2311
1797,2312
4492,2313
9276,2314
2953,2315
3275,2316
6729,2317
549,2318
8081,2319
6215,2320
3173,2321
1250,2322
5084,2323
7343,2324
6329,2325
454,2326
924,2327
9952,2328
8634,2329
7713,2330
8864,2331
8228,2332
3252,2333
5014,2333
6005,2335
8304,2336
9207,2337
8520,2338
5121,2339
6552,2340
6886,2341
7892,2342
6879,2343
4289,2344
1494,2345
1661,2346
7997,2347
8412,2348
2303,2349
5736,2350
3839,2351
4428,2352
2262,2353
7907,2353
7941,2353
6950,2356
6617,2357
9828,2358
4041,2359
112,2360
1455,2361
4574,2362
9622,2363
9858,2364
7564,2365
7676,2366
8171,2367
8047,2368
2275,2369
9191,2370
8549,2371
4284,2372
2133,2373
6056,2374
3940,2375
5775,2376
7328,2377
9608,2378
8182,2379
6520,2380
9492,2381
3225,2382
5064,2383
2811,2384
9718,2385
4598,2386
7699,2387
4457,2388
7419,2389
8279,2389
927,2391
9183,2391
9415,2393
6548,2394
389,2395
3766,2395
5951,2397
3954,2398
6808,2399
5413,2400
8020,2400
8556,2402
2716,2403
5213,2404
9511,2405
5790,2406
6051,2407
2751,2408
4889,2409
9220,2410
8978,2411
9193,2412
9927,2413
6289,2414
6494,2415
8040,2416
8083,2417
7027,2418
2430,2419
2159,2420
8550,2421
5,2422
6954,2422
9637,2424
3592,2425
4235,2426
6902,2427
6558,2428
8569,2429
1934,2430
7854,2431
3724,2432
6430,2433
1906,2434
5264,2434
2463,2436
9034,2437
2618,2438
7703,2438
8126,2438
4683,2441
7722,2442
1876,2443
5177,2443
7543,2445
781,2446
3540,2447
11,2448
2994,2449
3029,2450
8853,2451
1782,2452
7877,2453
388,2454
1974,2455
1949,2456
3615,2457
2896,2458
7760,2459
1086,2460
1243,2461
7413,2461
8389,2463
9880,2464
4462,2465
1390,2466
5551,2467
1755,2468
7217,2469
6853,2470
4901,2471
9888,2472
7787,2473
9205,2474
9338,2475
4132,2476
7034,2477
4353,2478
1554,2479
7063,2480
8149,2480
4848,2482
5386,2482
8566,2484
819,2485
5212,2486
8635,2486
9689,2488
870,2489
7114,2490
4533,2491
9550,2492
2350,2493
7035,2494
4405,2495
3256,2496
5466,2497
1453,2498
6106,2499
8839,2500
9590,2501
9048,2502
9245,2503
1491,2504
1522,2505
6249,2506
9102,2506
929,2508
8124,2509
72,2510
7921,2511
5052,2512
6338,2513
3821,2514
4536,2515
6673,2516
7421,2517
6150,2518
0,2519
4243,2519
7897,2521
2831,2522
3119,2522
3039,2524
7153,2525
